subject_id,trial_index,casino,visit_in_casino,chosen_machine_label,reward,win_probability,prompt_used,llm_history_context_turns
35,28,4,8,G,1,0.75,"Machine G in Casino 4 delivered 1 points.

Casino 4, visit 8: Choose G or F.",28
35,29,2,5,M,1,0.25,"Machine G in Casino 4 delivered 1 points.

Casino 2, visit 5: Choose M or T.",29
35,30,4,9,G,0,0.75,"Machine M in Casino 2 delivered 1 points.

Casino 4, visit 9: Choose G or F.",30
35,31,2,6,M,0,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 6: Choose M or T.",31
35,32,1,8,H,0,0.25,"Machine M in Casino 2 delivered 0 points.

Casino 1, visit 8: Choose Z or H.",32
35,33,2,7,M,0,0.25,"Machine H in Casino 1 delivered 0 points.

Casino 2, visit 7: Choose M or T.",33
35,34,4,10,G,0,0.75,"Machine M in Casino 2 delivered 0 points.

Casino 4, visit 10: Choose G or F.",34
35,35,1,9,Z,0,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 9: Choose Z or H.",35
35,36,4,11,G,1,0.75,"Machine Z in Casino 1 delivered 0 points.

Casino 4, visit 11: Choose G or F.",36
35,37,2,8,M,1,0.25,"Machine G in Casino 4 delivered 1 points.

Casino 2, visit 8: Choose M or T.",37
35,38,2,9,M,1,0.25,"Machine M in Casino 2 delivered 1 points.

Casino 2, visit 9: Choose M or T.",38
35,39,3,10,Q,1,0.75,"Machine M in Casino 2 delivered 1 points.

Casino 3, visit 10: Choose Q or C.",39
35,40,1,10,H,0,0.25,"Machine Q in Casino 3 delivered 1 points.

Casino 1, visit 10: Choose Z or H.",40
35,41,3,11,Q,1,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 3, visit 11: Choose Q or C.",41
35,42,4,12,G,0,0.75,"Machine Q in Casino 3 delivered 1 points.

Casino 4, visit 12: Choose G or F.",42
35,43,1,11,Z,0,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 11: Choose Z or H.",43
35,44,4,13,G,1,0.75,"Machine Z in Casino 1 delivered 0 points.

Casino 4, visit 13: Choose G or F.",44
35,45,3,12,Q,1,0.75,"Machine G in Casino 4 delivered 1 points.

Casino 3, visit 12: Choose Q or C.",45
35,46,2,10,M,0,0.25,"Machine Q in Casino 3 delivered 1 points.

Casino 2, visit 10: Choose M or T.",46
35,47,4,14,G,0,0.75,"Machine M in Casino 2 delivered 0 points.

Casino 4, visit 14: Choose G or F.",47
35,48,4,15,G,1,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 4, visit 15: Choose G or F.",48
35,49,1,12,H,0,0.25,"Machine G in Casino 4 delivered 1 points.

Casino 1, visit 12: Choose Z or H.",49
35,50,3,13,Q,1,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 3, visit 13: Choose Q or C.",50
35,51,1,13,H,0,0.25,"Machine Q in Casino 3 delivered 1 points.

Casino 1, visit 13: Choose Z or H.",51
35,52,4,16,G,1,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 4, visit 16: Choose G or F.",52
35,53,2,11,M,0,0.25,"Machine G in Casino 4 delivered 1 points.

Casino 2, visit 11: Choose M or T.",53
35,54,3,14,Q,1,0.75,"Machine M in Casino 2 delivered 0 points.

Casino 3, visit 14: Choose Q or C.",54
35,55,1,14,H,0,0.25,"Machine Q in Casino 3 delivered 1 points.

Casino 1, visit 14: Choose Z or H.",55
35,56,2,12,M,1,0.25,"Machine H in Casino 1 delivered 0 points.

Casino 2, visit 12: Choose M or T.",56
35,57,2,13,M,0,0.25,"Machine M in Casino 2 delivered 1 points.

Casino 2, visit 13: Choose M or T.",57
35,58,1,15,H,0,0.25,"Machine M in Casino 2 delivered 0 points.

Casino 1, visit 15: Choose Z or H.",58
35,59,1,16,Z,0,0.25,"Machine H in Casino 1 delivered 0 points.

Casino 1, visit 16: Choose Z or H.",59
35,60,1,17,H,0,0.25,"Machine Z in Casino 1 delivered 0 points.

Casino 1, visit 17: Choose Z or H.",60
35,61,2,14,M,0,0.25,"Machine H in Casino 1 delivered 0 points.

Casino 2, visit 14: Choose M or T.",61
35,62,2,15,T,0,0.75,"Machine M in Casino 2 delivered 0 points.

Casino 2, visit 15: Choose M or T.",62
35,63,3,15,Q,1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 15: Choose Q or C.",63
35,64,1,18,H,1,0.25,"Machine Q in Casino 3 delivered 1 points.

Casino 1, visit 18: Choose Z or H.",64
35,65,3,16,Q,1,0.75,"Machine H in Casino 1 delivered 1 points.

Casino 3, visit 16: Choose Q or C.",65
35,66,2,16,M,0,0.25,"Machine Q in Casino 3 delivered 1 points.

Casino 2, visit 16: Choose M or T.",66
35,67,3,17,Q,0,0.75,"Machine M in Casino 2 delivered 0 points.

Casino 3, visit 17: Choose Q or C.",67
35,68,3,18,Q,1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 18: Choose Q or C.",68
35,69,4,17,G,1,0.75,"Machine Q in Casino 3 delivered 1 points.

Casino 4, visit 17: Choose G or F.",69
35,70,3,19,Q,1,0.75,"Machine G in Casino 4 delivered 1 points.

Casino 3, visit 19: Choose Q or C.",70
35,71,2,17,M,0,0.25,"Machine Q in Casino 3 delivered 1 points.

Casino 2, visit 17: Choose M or T.",71
35,72,4,18,G,0,0.75,"Machine M in Casino 2 delivered 0 points.

Casino 4, visit 18: Choose G or F.",72
35,73,2,18,T,1,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 18: Choose M or T.",73
35,74,4,19,G,1,0.75,"Machine T in Casino 2 delivered 1 points.

Casino 4, visit 19: Choose G or F.",74
35,75,4,20,G,0,0.75,"Machine G in Casino 4 delivered 1 points.

Casino 4, visit 20: Choose G or F.",75
35,76,4,21,G,1,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 4, visit 21: Choose G or F.",76
35,77,2,19,M,0,0.25,"Machine G in Casino 4 delivered 1 points.

Casino 2, visit 19: Choose M or T.",77
35,78,2,20,T,0,0.75,"Machine M in Casino 2 delivered 0 points.

Casino 2, visit 20: Choose M or T.",78
35,79,2,21,M,0,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 21: Choose M or T.",79
35,80,2,22,T,1,0.75,"Machine M in Casino 2 delivered 0 points.

Casino 2, visit 22: Choose M or T.",80
35,81,1,19,H,0,0.25,"Machine T in Casino 2 delivered 1 points.

Casino 1, visit 19: Choose Z or H.",81
35,82,2,23,T,1,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 2, visit 23: Choose M or T.",82
35,83,4,22,G,1,0.75,"Machine T in Casino 2 delivered 1 points.

Casino 4, visit 22: Choose G or F.",83
35,84,1,20,H,0,0.25,"Machine G in Casino 4 delivered 1 points.

Casino 1, visit 20: Choose Z or H.",84
35,85,1,21,Z,0,0.25,"Machine H in Casino 1 delivered 0 points.

Casino 1, visit 21: Choose Z or H.",85
35,86,3,20,Q,1,0.75,"Machine Z in Casino 1 delivered 0 points.

Casino 3, visit 20: Choose Q or C.",86
35,87,1,22,H,1,0.25,"Machine Q in Casino 3 delivered 1 points.

Casino 1, visit 22: Choose Z or H.",87
35,88,3,21,Q,1,0.75,"Machine H in Casino 1 delivered 1 points.

Casino 3, visit 21: Choose Q or C.",88
35,89,3,22,Q,1,0.75,"Machine Q in Casino 3 delivered 1 points.

Casino 3, visit 22: Choose Q or C.",89
35,90,2,24,T,0,0.75,"Machine Q in Casino 3 delivered 1 points.

Casino 2, visit 24: Choose M or T.",90
35,91,3,23,Q,1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 23: Choose Q or C.",91
35,92,4,23,G,1,0.75,"Machine Q in Casino 3 delivered 1 points.

Casino 4, visit 23: Choose G or F.",92
35,93,1,23,H,0,0.25,"Machine G in Casino 4 delivered 1 points.

Casino 1, visit 23: Choose Z or H.",93
35,94,4,24,G,0,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 4, visit 24: Choose G or F.",94
35,95,3,24,Q,0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 3, visit 24: Choose Q or C.",95
35,96,1,24,H,1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 24: Choose Z or H.",96
